Date,State,Market,Crop,Modal_Price
2023-02-25,Maharashtra,Nasik,Onion,2643.8525296168264
2023-02-26,Maharashtra,Nasik,Onion,2565.515678178561
2023-02-27,Maharashtra,Nasik,Onion,2649.593603361818
2023-02-28,Maharashtra,Nasik,Onion,2569.1222803777196
2023-03-01,Maharashtra,Nasik,Onion,2636.9678631674497
2023-03-02,Maharashtra,Nasik,Onion,2599.7134782547337
2023-03-03,Maharashtra,Nasik,Onion,2640.8227008048398
2023-03-04,Maharashtra,Nasik,Onion,2647.6460835749135
2023-03-05,Maharashtra,Nasik,Onion,2588.637113494077
2023-03-06,Maharashtra,Nasik,Onion,2580.4716466799787
2023-03-07,Maharashtra,Nasik,Onion,2602.745972839808
2023-03-08,Maharashtra,Nasik,Onion,2579.6857695702633
2023-03-09,Maharashtra,Nasik,Onion,2673.947547500217
2023-03-10,Maharashtra,Nasik,Onion,2663.8738445553786
2023-03-11,Maharashtra,Nasik,Onion,2606.069986645747
2023-03-12,Maharashtra,Nasik,Onion,2632.0325030903286
2023-03-13,Maharashtra,Nasik,Onion,
2023-03-14,Maharashtra,Nasik,Onion,2658.7186365661582
2023-03-15,Maharashtra,Nasik,Onion,2626.961956819873
2023-03-16,Maharashtra,Nasik,Onion,2642.2191286431976
2023-03-17,Maharashtra,Nasik,Onion,2640.169726102952
2023-03-18,Maharashtra,Nasik,Onion,2556.9285858489466
2023-03-19,Maharashtra,Nasik,Onion,2620.4636000603073
2023-03-20,Maharashtra,Nasik,Onion,2686.7758495186526
2023-03-21,Maharashtra,Nasik,Onion,2619.8715212456723
2023-03-22,Maharashtra,Nasik,Onion,2596.151853840319
2023-03-23,Maharashtra,Nasik,Onion,2663.3654336518607
2023-03-24,Maharashtra,Nasik,Onion,2707.889866523116
2023-03-25,Maharashtra,Nasik,Onion,2598.1294122166023
2023-03-26,Maharashtra,Nasik,Onion,2691.0601840685276
2023-03-27,Maharashtra,Nasik,Onion,2594.293281137559
2023-03-28,Maharashtra,Nasik,Onion,2640.7542279789523
2023-03-29,Maharashtra,Nasik,Onion,2612.4526279447177
2023-03-30,Maharashtra,Nasik,Onion,2704.620566164104
2023-03-31,Maharashtra,Nasik,Onion,2613.135574945651
2023-04-01,Maharashtra,Nasik,Onion,2580.9489624939943
2023-04-02,Maharashtra,Nasik,Onion,2657.8536854439785
2023-04-03,Maharashtra,Nasik,Onion,2654.790077914225
2023-04-04,Maharashtra,Nasik,Onion,2640.6968912586894
2023-04-05,Maharashtra,Nasik,Onion,2635.1875838259343
2023-04-06,Maharashtra,Nasik,Onion,2676.6493714150474
2023-04-07,Maharashtra,Nasik,Onion,2697.557560561203
2023-04-08,Maharashtra,Nasik,Onion,2747.66629599969
2023-04-09,Maharashtra,Nasik,Onion,2658.2074983474895
2023-04-10,Maharashtra,Nasik,Onion,2712.816439834233
2023-04-11,Maharashtra,Nasik,Onion,2669.3416029304854
2023-04-12,Maharashtra,Nasik,Onion,2682.859778821903
2023-04-13,Maharashtra,Nasik,Onion,2645.6158400915424
2023-04-14,Maharashtra,Nasik,Onion,2605.9550078436787
2023-04-15,Maharashtra,Nasik,Onion,2708.408742286109
2023-04-16,Maharashtra,Nasik,Onion,2731.775785448624
2023-04-17,Maharashtra,Nasik,Onion,2646.432479315611
2023-04-18,Maharashtra,Nasik,Onion,2637.2520531825185
2023-04-19,Maharashtra,Nasik,Onion,2654.832093724669
2023-04-20,Maharashtra,Nasik,Onion,2548.6369747383565
2023-04-21,Maharashtra,Nasik,Onion,2742.5256727137858
2023-04-22,Maharashtra,Nasik,Onion,2781.059932479651
2023-04-23,Maharashtra,Nasik,Onion,2716.79173884783
2023-04-24,Maharashtra,Nasik,Onion,2660.3338175603662
2023-04-25,Maharashtra,Nasik,Onion,2757.958250966152
2023-04-26,Maharashtra,Nasik,Onion,2613.8256069702543
2023-04-27,Maharashtra,Nasik,Onion,2642.987884807536
2023-04-28,Maharashtra,Nasik,Onion,2621.6819678335696
2023-04-29,Maharashtra,Nasik,Onion,2641.699970563892
2023-04-30,Maharashtra,Nasik,Onion,2644.2730787501027
2023-05-01,Maharashtra,Nasik,Onion,2689.3871431191574
2023-05-02,Maharashtra,Nasik,Onion,2776.8988147615773
2023-05-03,Maharashtra,Nasik,Onion,2631.1803522413657
2023-05-04,Maharashtra,Nasik,Onion,2701.4402507756654
2023-05-05,Maharashtra,Nasik,Onion,2658.5442262925744
2023-05-06,Maharashtra,Nasik,Onion,2540.852496773232
2023-05-07,Maharashtra,Nasik,Onion,2658.4219683244546
2023-05-08,Maharashtra,Nasik,Onion,2730.8992478713476
2023-05-09,Maharashtra,Nasik,Onion,2679.375253342374
2023-05-10,Maharashtra,Nasik,Onion,2639.84752360275
2023-05-11,Maharashtra,Nasik,Onion,2540.0124473555334
2023-05-12,Maharashtra,Nasik,Onion,2628.5030045514204
2023-05-13,Maharashtra,Nasik,Onion,2594.954608392549
2023-05-14,Maharashtra,Nasik,Onion,2632.585737593884
2023-05-15,Maharashtra,Nasik,Onion,2597.035138270144
2023-05-16,Maharashtra,Nasik,Onion,2665.3114916762747
2023-05-17,Maharashtra,Nasik,Onion,2581.839479897256
2023-05-18,Maharashtra,Nasik,Onion,2559.4318617040694
2023-05-19,Maharashtra,Nasik,Onion,2699.444063485687
2023-05-20,Maharashtra,Nasik,Onion,2622.3764351157297
2023-05-21,Maharashtra,Nasik,Onion,2607.7472328055474
2023-05-22,Maharashtra,Nasik,Onion,2573.9474069789676
2023-05-23,Maharashtra,Nasik,Onion,2585.3144539944933
2023-05-24,Maharashtra,Nasik,Onion,2593.5093591572736
2023-05-25,Maharashtra,Nasik,Onion,2550.615249546024
2023-05-26,Maharashtra,Nasik,Onion,2669.871724507227
2023-05-27,Maharashtra,Nasik,Onion,2554.623929819845
2023-05-28,Maharashtra,Nasik,Onion,2692.3490607555277
2023-05-29,Maharashtra,Nasik,Onion,2612.274937056642
2023-05-30,Maharashtra,Nasik,Onion,2527.215678371397
2023-05-31,Maharashtra,Nasik,Onion,2670.83746328493
2023-06-01,Maharashtra,Nasik,Onion,2469.303518100957
2023-06-02,Maharashtra,Nasik,Onion,2561.4524001314717
2023-06-03,Maharashtra,Nasik,Onion,2521.312341854128
2023-06-04,Maharashtra,Nasik,Onion,2547.5418205609735
2023-06-05,Maharashtra,Nasik,Onion,2579.1130907530032
2023-06-06,Maharashtra,Nasik,Onion,2536.1504047770272
2023-06-07,Maharashtra,Nasik,Onion,2588.820544317303
2023-06-08,Maharashtra,Nasik,Onion,2562.7031607251206
2023-06-09,Maharashtra,Nasik,Onion,2564.8609129247616
2023-06-10,Maharashtra,Nasik,Onion,2531.62465207405
2023-06-11,Maharashtra,Nasik,Onion,2585.0550086486
2023-06-12,Maharashtra,Nasik,Onion,2486.052251278008
2023-06-13,Maharashtra,Nasik,Onion,2580.5721214061114
2023-06-14,Maharashtra,Nasik,Onion,2609.2041889558136
2023-06-15,Maharashtra,Nasik,Onion,2518.185437326737
2023-06-16,Maharashtra,Nasik,Onion,2544.5316831897585
2023-06-17,Maharashtra,Nasik,Onion,2642.0789353960113
2023-06-18,Maharashtra,Nasik,Onion,2565.1285691521857
2023-06-19,Maharashtra,Nasik,Onion,
2023-06-20,Maharashtra,Nasik,Onion,2496.7131514687085
2023-06-21,Maharashtra,Nasik,Onion,2600.5909097989893
2023-06-22,Maharashtra,Nasik,Onion,2498.402913553809
2023-06-23,Maharashtra,Nasik,Onion,2600.925749049532
2023-06-24,Maharashtra,Nasik,Onion,2522.1715382525203
2023-06-25,Maharashtra,Nasik,Onion,2490.840343464484
2023-06-26,Maharashtra,Nasik,Onion,2502.409817182391
2023-06-27,Maharashtra,Nasik,Onion,2577.8272448579437
2023-06-28,Maharashtra,Nasik,Onion,2474.077261810523
2023-06-29,Maharashtra,Nasik,Onion,2472.894822921818
2023-06-30,Maharashtra,Nasik,Onion,2572.6914434345986
2023-07-01,Maharashtra,Nasik,Onion,2475.7049766120404
2023-07-02,Maharashtra,Nasik,Onion,2431.0788399872954
2023-07-03,Maharashtra,Nasik,Onion,
2023-07-04,Maharashtra,Nasik,Onion,2443.481329920306
2023-07-05,Maharashtra,Nasik,Onion,2444.635106318695
2023-07-06,Maharashtra,Nasik,Onion,2437.008313596872
2023-07-07,Maharashtra,Nasik,Onion,2415.105838728231
2023-07-08,Maharashtra,Nasik,Onion,2528.791325090524
2023-07-09,Maharashtra,Nasik,Onion,2470.8058318487283
2023-07-10,Maharashtra,Nasik,Onion,2485.129061769982
2023-07-11,Maharashtra,Nasik,Onion,2500.070618323806
2023-07-12,Maharashtra,Nasik,Onion,2455.5684475645153
2023-07-13,Maharashtra,Nasik,Onion,2341.390048266956
2023-07-14,Maharashtra,Nasik,Onion,2482.929225609023
2023-07-15,Maharashtra,Nasik,Onion,2409.1252265930984
2023-07-16,Maharashtra,Nasik,Onion,2396.8922132773005
2023-07-17,Maharashtra,Nasik,Onion,2415.4732729014136
2023-07-18,Maharashtra,Nasik,Onion,2489.251669722182
2023-07-19,Maharashtra,Nasik,Onion,2500.137013958189
2023-07-20,Maharashtra,Nasik,Onion,2495.519534993742
2023-07-21,Maharashtra,Nasik,Onion,2483.2704033193904
2023-07-22,Maharashtra,Nasik,Onion,2494.6109199050898
2023-07-23,Maharashtra,Nasik,Onion,2432.101498782138
2023-07-24,Maharashtra,Nasik,Onion,2436.3603168864984
2023-07-25,Maharashtra,Nasik,Onion,2328.125858514797
2023-07-26,Maharashtra,Nasik,Onion,2444.646339274344
2023-07-27,Maharashtra,Nasik,Onion,2422.3230459423216
2023-07-28,Maharashtra,Nasik,Onion,2437.0511631611566
2023-07-29,Maharashtra,Nasik,Onion,2493.53984904494
2023-07-30,Maharashtra,Nasik,Onion,2432.027810046016
2023-07-31,Maharashtra,Nasik,Onion,2428.2597675074335
2023-08-01,Maharashtra,Nasik,Onion,2449.313311450849
2023-08-02,Maharashtra,Nasik,Onion,2398.638303994921
2023-08-03,Maharashtra,Nasik,Onion,2476.550297369272
2023-08-04,Maharashtra,Nasik,Onion,2314.632680711681
2023-08-05,Maharashtra,Nasik,Onion,2395.0961941706964
2023-08-06,Maharashtra,Nasik,Onion,2483.6935942763125
2023-08-07,Maharashtra,Nasik,Onion,2386.9923109429483
2023-08-08,Maharashtra,Nasik,Onion,2467.730392793506
2023-08-09,Maharashtra,Nasik,Onion,2340.913346630352
2023-08-10,Maharashtra,Nasik,Onion,2375.0254122277424
2023-08-11,Maharashtra,Nasik,Onion,2438.7141277605742
2023-08-12,Maharashtra,Nasik,Onion,2418.9852016107016
2023-08-13,Maharashtra,Nasik,Onion,2453.44626662901
2023-08-14,Maharashtra,Nasik,Onion,2321.670859244279
2023-08-15,Maharashtra,Nasik,Onion,2279.6555048168684
2023-08-16,Maharashtra,Nasik,Onion,2323.7251026736353
2023-08-17,Maharashtra,Nasik,Onion,2343.001579622405
2023-08-18,Maharashtra,Nasik,Onion,2496.8132767636434
2023-08-19,Maharashtra,Nasik,Onion,2335.1250610424167
2023-08-20,Maharashtra,Nasik,Onion,2304.9665330442062
2023-08-21,Maharashtra,Nasik,Onion,2344.994084404731
2023-08-22,Maharashtra,Nasik,Onion,2385.7078214208677
2023-08-23,Maharashtra,Nasik,Onion,2386.611816612527
2023-08-24,Maharashtra,Nasik,Onion,2359.477896692962
2023-08-25,Maharashtra,Nasik,Onion,2384.465125105741
2023-08-26,Maharashtra,Nasik,Onion,2390.782742322055
2023-08-27,Maharashtra,Nasik,Onion,2394.2159228486266
2023-08-28,Maharashtra,Nasik,Onion,2399.4968311620023
2023-08-29,Maharashtra,Nasik,Onion,2374.4095866315597
2023-08-30,Maharashtra,Nasik,Onion,2436.8160917862365
2023-08-31,Maharashtra,Nasik,Onion,2318.8898024967384
2023-09-01,Maharashtra,Nasik,Onion,2334.282048366373
2023-09-02,Maharashtra,Nasik,Onion,
2023-09-03,Maharashtra,Nasik,Onion,2315.724615872656
2023-09-04,Maharashtra,Nasik,Onion,2389.5586259464985
2023-09-05,Maharashtra,Nasik,Onion,2364.439978329547
2023-09-06,Maharashtra,Nasik,Onion,2386.916682943246
2023-09-07,Maharashtra,Nasik,Onion,2376.34226174767
2023-09-08,Maharashtra,Nasik,Onion,2381.4043542907084
2023-09-09,Maharashtra,Nasik,Onion,2277.8029930526754
2023-09-10,Maharashtra,Nasik,Onion,2373.470751630688
2023-09-11,Maharashtra,Nasik,Onion,2388.660867260965
2023-09-12,Maharashtra,Nasik,Onion,2320.102163647693
2023-09-13,Maharashtra,Nasik,Onion,2351.4328880798707
2023-09-14,Maharashtra,Nasik,Onion,2353.4600099058516
2023-09-15,Maharashtra,Nasik,Onion,
2023-09-16,Maharashtra,Nasik,Onion,2327.3378656457476
2023-09-17,Maharashtra,Nasik,Onion,2341.839714302838
2023-09-18,Maharashtra,Nasik,Onion,2288.6535747196885
2023-09-19,Maharashtra,Nasik,Onion,2306.5936856214544
2023-09-20,Maharashtra,Nasik,Onion,2390.0059770563225
2023-09-21,Maharashtra,Nasik,Onion,2300.574588801238
2023-09-22,Maharashtra,Nasik,Onion,2369.062883837629
2023-09-23,Maharashtra,Nasik,Onion,2422.7826258349246
2023-09-24,Maharashtra,Nasik,Onion,2433.390036851992
2023-09-25,Maharashtra,Nasik,Onion,2307.9247737659484
2023-09-26,Maharashtra,Nasik,Onion,2361.2096502009244
2023-09-27,Maharashtra,Nasik,Onion,2281.41361231152
2023-09-28,Maharashtra,Nasik,Onion,2338.625468425749
2023-09-29,Maharashtra,Nasik,Onion,2443.595053652858
2023-09-30,Maharashtra,Nasik,Onion,2302.520443715546
2023-10-01,Maharashtra,Nasik,Onion,
2023-10-02,Maharashtra,Nasik,Onion,2402.6899334355644
2023-10-03,Maharashtra,Nasik,Onion,2444.2742761728377
2023-10-04,Maharashtra,Nasik,Onion,2345.8439853100726
2023-10-05,Maharashtra,Nasik,Onion,2380.117174921897
2023-10-06,Maharashtra,Nasik,Onion,2400.938335301097
2023-10-07,Maharashtra,Nasik,Onion,2353.330843089261
2023-10-08,Maharashtra,Nasik,Onion,2353.0666617315774
2023-10-09,Maharashtra,Nasik,Onion,2287.0552952975713
2023-10-10,Maharashtra,Nasik,Onion,2285.5727899443345
2023-10-11,Maharashtra,Nasik,Onion,2307.4114284848047
2023-10-12,Maharashtra,Nasik,Onion,2377.865122973958
2023-10-13,Maharashtra,Nasik,Onion,2347.769719793223
2023-10-14,Maharashtra,Nasik,Onion,2401.8274145205137
2023-10-15,Maharashtra,Nasik,Onion,2355.758291706224
2023-10-16,Maharashtra,Nasik,Onion,2289.433099076237
2023-10-17,Maharashtra,Nasik,Onion,2354.6816638727128
2023-10-18,Maharashtra,Nasik,Onion,2384.2717981456326
2023-10-19,Maharashtra,Nasik,Onion,2293.9871938616743
2023-10-20,Maharashtra,Nasik,Onion,2358.6903806081423
2023-10-21,Maharashtra,Nasik,Onion,2443.06021763632
2023-10-22,Maharashtra,Nasik,Onion,2371.2564156578537
2023-10-23,Maharashtra,Nasik,Onion,2360.074680851743
2023-10-24,Maharashtra,Nasik,Onion,2322.489533433106
2023-10-25,Maharashtra,Nasik,Onion,2357.4104104260487
2023-10-26,Maharashtra,Nasik,Onion,2331.6756215031232
2023-10-27,Maharashtra,Nasik,Onion,2348.853378727656
2023-10-28,Maharashtra,Nasik,Onion,2421.333099169224
2023-10-29,Maharashtra,Nasik,Onion,2348.577267944773
2023-10-30,Maharashtra,Nasik,Onion,2461.2796354762454
2023-10-31,Maharashtra,Nasik,Onion,2332.319634543997
2023-11-01,Maharashtra,Nasik,Onion,2429.5290463061906
2023-11-02,Maharashtra,Nasik,Onion,2461.640945496541
2023-11-03,Maharashtra,Nasik,Onion,2309.117465858152
2023-11-04,Maharashtra,Nasik,Onion,2344.2109470885093
2023-11-05,Maharashtra,Nasik,Onion,2432.4963930059052
2023-11-06,Maharashtra,Nasik,Onion,2319.9549610478584
2023-11-07,Maharashtra,Nasik,Onion,2447.85774322223
2023-11-08,Maharashtra,Nasik,Onion,
2023-11-09,Maharashtra,Nasik,Onion,2415.089085076617
2023-11-10,Maharashtra,Nasik,Onion,
2023-11-11,Maharashtra,Nasik,Onion,2501.2495175406957
2023-11-12,Maharashtra,Nasik,Onion,2442.2416576699898
2023-11-13,Maharashtra,Nasik,Onion,2470.8718602405306
2023-11-14,Maharashtra,Nasik,Onion,2413.415776651152
2023-11-15,Maharashtra,Nasik,Onion,2354.042102599831
2023-11-16,Maharashtra,Nasik,Onion,2447.9825172151077
2023-11-17,Maharashtra,Nasik,Onion,2505.570090802768
2023-11-18,Maharashtra,Nasik,Onion,2344.9777314651797
2023-11-19,Maharashtra,Nasik,Onion,2498.1718194350315
2023-11-20,Maharashtra,Nasik,Onion,2353.2469065560263
2023-11-21,Maharashtra,Nasik,Onion,2319.730248621802
2023-11-22,Maharashtra,Nasik,Onion,2390.916321024305
2023-11-23,Maharashtra,Nasik,Onion,2388.9636830837685
2023-11-24,Maharashtra,Nasik,Onion,2493.169391775042
2023-11-25,Maharashtra,Nasik,Onion,2486.017925055379
2023-11-26,Maharashtra,Nasik,Onion,2324.8394431045026
2023-11-27,Maharashtra,Nasik,Onion,2405.358488633524
2023-11-28,Maharashtra,Nasik,Onion,2473.478124333674
2023-11-29,Maharashtra,Nasik,Onion,2455.5596483267245
2023-11-30,Maharashtra,Nasik,Onion,2454.350901441194
2023-12-01,Maharashtra,Nasik,Onion,2496.5957430684007
2023-12-02,Maharashtra,Nasik,Onion,2515.8568196294405
2023-12-03,Maharashtra,Nasik,Onion,2451.774465761901
2023-12-04,Maharashtra,Nasik,Onion,
2023-12-05,Maharashtra,Nasik,Onion,2559.594410194205
2023-12-06,Maharashtra,Nasik,Onion,2462.2512375612864
2023-12-07,Maharashtra,Nasik,Onion,2519.311763165266
2023-12-08,Maharashtra,Nasik,Onion,2476.7324407032374
2023-12-09,Maharashtra,Nasik,Onion,2515.7674443619385
2023-12-10,Maharashtra,Nasik,Onion,2453.195237919971
2023-12-11,Maharashtra,Nasik,Onion,2516.540977354983
2023-12-12,Maharashtra,Nasik,Onion,2509.1803437967096
2023-12-13,Maharashtra,Nasik,Onion,2530.130055124163
2023-12-14,Maharashtra,Nasik,Onion,2511.3865209043624
2023-12-15,Maharashtra,Nasik,Onion,2577.0219511834425
2023-12-16,Maharashtra,Nasik,Onion,2564.062699368238
2023-12-17,Maharashtra,Nasik,Onion,2565.572655793843
2023-12-18,Maharashtra,Nasik,Onion,2506.4258408302676
2023-12-19,Maharashtra,Nasik,Onion,2531.1122769874178
2023-12-20,Maharashtra,Nasik,Onion,2696.3175264949646
2023-12-21,Maharashtra,Nasik,Onion,2566.3161834383736
2023-12-22,Maharashtra,Nasik,Onion,2650.817661932038
2023-12-23,Maharashtra,Nasik,Onion,2571.438572604507
2023-12-24,Maharashtra,Nasik,Onion,2531.5525974548277
2023-12-25,Maharashtra,Nasik,Onion,2551.276514678269
2023-12-26,Maharashtra,Nasik,Onion,2552.63367771231
2023-12-27,Maharashtra,Nasik,Onion,
2023-12-28,Maharashtra,Nasik,Onion,2564.3657258963317
2023-12-29,Maharashtra,Nasik,Onion,2555.0260749669055
2023-12-30,Maharashtra,Nasik,Onion,2497.356581151296
2023-12-31,Maharashtra,Nasik,Onion,2584.8088391354577
2020-01-01,Maharashtra,Pune,Onion,2743.876615792323
2020-01-02,Maharashtra,Pune,Onion,2831.1496116233493
2020-01-03,Maharashtra,Pune,Onion,2753.696689102554
2020-01-04,Maharashtra,Pune,Onion,2712.577457300914
2020-01-05,Maharashtra,Pune,Onion,2853.152423627219
2020-01-06,Maharashtra,Pune,Onion,2743.6109375141727
2020-01-07,Maharashtra,Pune,Onion,2723.937583511661
2020-01-08,Maharashtra,Pune,Onion,2796.4411735545427
2020-01-09,Maharashtra,Pune,Onion,2733.6749516618934
2020-01-10,Maharashtra,Pune,Onion,2729.552333827292
2020-01-11,Maharashtra,Pune,Onion,2719.3988009271325
2020-01-12,Maharashtra,Pune,Onion,2743.5535767976758
2020-01-13,Maharashtra,Pune,Onion,2730.2032169620607
2020-01-14,Maharashtra,Pune,Onion,2845.0865137950054
2020-01-15,Maharashtra,Pune,Onion,2768.1992296653652
2020-01-16,Maharashtra,Pune,Onion,2791.6668903814993
2020-01-17,Maharashtra,Pune,Onion,2753.6262361756744
2020-01-18,Maharashtra,Pune,Onion,2865.041147227352
2020-01-19,Maharashtra,Pune,Onion,2804.431745818462
2020-01-20,Maharashtra,Pune,Onion,2786.4875235535005
2020-01-21,Maharashtra,Pune,Onion,2841.821881939035
2020-01-22,Maharashtra,Pune,Onion,2755.032525694576
2020-01-23,Maharashtra,Pune,Onion,2792.6381281044987
2020-01-24,Maharashtra,Pune,Onion,2781.618333455753
2020-01-25,Maharashtra,Pune,Onion,2750.4690447691223
2020-01-26,Maharashtra,Pune,Onion,2859.417312798005
2020-01-27,Maharashtra,Pune,Onion,2822.761445608362
2020-01-28,Maharashtra,Pune,Onion,
2020-01-29,Maharashtra,Pune,Onion,2767.2427687369686
2020-01-30,Maharashtra,Pune,Onion,2867.0521884471345
2020-01-31,Maharashtra,Pune,Onion,2751.9189685315246
2020-02-01,Maharashtra,Pune,Onion,2806.727406290562
2020-02-02,Maharashtra,Pune,Onion,2856.703914450603
2020-02-03,Maharashtra,Pune,Onion,2853.8140682846033
2020-02-04,Maharashtra,Pune,Onion,2799.1975410806867
2020-02-05,Maharashtra,Pune,Onion,
2020-02-06,Maharashtra,Pune,Onion,2811.9478220701662
2020-02-07,Maharashtra,Pune,Onion,2840.4825108000505
2020-02-08,Maharashtra,Pune,Onion,2838.509454537305
2020-02-09,Maharashtra,Pune,Onion,2965.2596742770625
2020-02-10,Maharashtra,Pune,Onion,2804.7569650461605
2020-02-11,Maharashtra,Pune,Onion,2945.6974558386005
2020-02-12,Maharashtra,Pune,Onion,2850.0363129888
2020-02-13,Maharashtra,Pune,Onion,2809.259294752156
2020-02-14,Maharashtra,Pune,Onion,
2020-02-15,Maharashtra,Pune,Onion,2963.119006500795
2020-02-16,Maharashtra,Pune,Onion,2813.7531829705426
2020-02-17,Maharashtra,Pune,Onion,2894.401838943787
2020-02-18,Maharashtra,Pune,Onion,2929.807041568896
2020-02-19,Maharashtra,Pune,Onion,2948.394016441274
2020-02-20,Maharashtra,Pune,Onion,2791.523432905269
2020-02-21,Maharashtra,Pune,Onion,2954.172261969726
2020-02-22,Maharashtra,Pune,Onion,2906.5555218652385
2020-02-23,Maharashtra,Pune,Onion,2855.879203395021
2020-02-24,Maharashtra,Pune,Onion,2905.2813147431584
2020-02-25,Maharashtra,Pune,Onion,3017.419430212293
2020-02-26,Maharashtra,Pune,Onion,2913.139088267802
2020-02-27,Maharashtra,Pune,Onion,2943.436544032029
2020-02-28,Maharashtra,Pune,Onion,2816.7058175534225
2020-02-29,Maharashtra,Pune,Onion,2864.483329763182
2020-03-01,Maharashtra,Pune,Onion,2879.8702525918675
2020-03-02,Maharashtra,Pune,Onion,2956.2823054838022
2020-03-03,Maharashtra,Pune,Onion,2934.616850045404
2020-03-04,Maharashtra,Pune,Onion,2925.4867967471055
2020-03-05,Maharashtra,Pune,Onion,2989.2868445116487
2020-03-06,Maharashtra,Pune,Onion,2910.2151013709054
2020-03-07,Maharashtra,Pune,Onion,2898.0406981324563
2020-03-08,Maharashtra,Pune,Onion,2880.9922528802554
2020-03-09,Maharashtra,Pune,Onion,
2020-03-10,Maharashtra,Pune,Onion,2804.1935763431584
2020-03-11,Maharashtra,Pune,Onion,2931.017262620256
2020-03-12,Maharashtra,Pune,Onion,2963.758116926185
2020-03-13,Maharashtra,Pune,Onion,2902.592179608813
2020-03-14,Maharashtra,Pune,Onion,3021.4122225831607
2020-03-15,Maharashtra,Pune,Onion,2971.5542899820075
2020-03-16,Maharashtra,Pune,Onion,2984.0930067790437
2020-03-17,Maharashtra,Pune,Onion,2900.948206149685
2020-03-18,Maharashtra,Pune,Onion,2921.5879973835645
2020-03-19,Maharashtra,Pune,Onion,2921.0457966364243
2020-03-20,Maharashtra,Pune,Onion,2997.1589034881245
2020-03-21,Maharashtra,Pune,Onion,2934.2799805089157
2020-03-22,Maharashtra,Pune,Onion,2944.383505527534
2020-03-23,Maharashtra,Pune,Onion,3004.8705336546336
2020-03-24,Maharashtra,Pune,Onion,3042.726771174092
2020-03-25,Maharashtra,Pune,Onion,2971.8532527799853
2020-03-26,Maharashtra,Pune,Onion,2968.113190108109
2020-03-27,Maharashtra,Pune,Onion,
2020-03-28,Maharashtra,Pune,Onion,
2020-03-29,Maharashtra,Pune,Onion,2932.8577613896437
2020-03-30,Maharashtra,Pune,Onion,2993.4780805922046
2020-03-31,Maharashtra,Pune,Onion,
2020-04-01,Maharashtra,Pune,Onion,2996.8117520278747
2020-04-02,Maharashtra,Pune,Onion,2992.025520950904
2020-04-03,Maharashtra,Pune,Onion,2976.4616332477412
2020-04-04,Maharashtra,Pune,Onion,2978.5778311712684
2020-04-05,Maharashtra,Pune,Onion,2952.4678331122004
2020-04-06,Maharashtra,Pune,Onion,
2020-04-07,Maharashtra,Pune,Onion,2921.4433089427303
2020-04-08,Maharashtra,Pune,Onion,2942.1734916892715
2020-04-09,Maharashtra,Pune,Onion,2991.326819560287
2020-04-10,Maharashtra,Pune,Onion,3032.0416191970457
2020-04-11,Maharashtra,Pune,Onion,3004.953078481281
2020-04-12,Maharashtra,Pune,Onion,3030.275539433199
2020-04-13,Maharashtra,Pune,Onion,3013.086931855805
2020-04-14,Maharashtra,Pune,Onion,3019.537139438906
2020-04-15,Maharashtra,Pune,Onion,2914.425456218653
2020-04-16,Maharashtra,Pune,Onion,2962.6268690790066
2020-04-17,Maharashtra,Pune,Onion,2963.246243410626
2020-04-18,Maharashtra,Pune,Onion,3017.9785096110936
2020-04-19,Maharashtra,Pune,Onion,3012.8052265875153
2020-04-20,Maharashtra,Pune,Onion,3009.658082569354
2020-04-21,Maharashtra,Pune,Onion,3007.7055407844473
2020-04-22,Maharashtra,Pune,Onion,3040.819529077587
2020-04-23,Maharashtra,Pune,Onion,2916.739924745331
2020-04-24,Maharashtra,Pune,Onion,2920.583198354931
2020-04-25,Maharashtra,Pune,Onion,2952.4789622536846
2020-04-26,Maharashtra,Pune,Onion,3009.3530765106093
2020-04-27,Maharashtra,Pune,Onion,2978.5455018799194
2020-04-28,Maharashtra,Pune,Onion,2973.380139742986
2020-04-29,Maharashtra,Pune,Onion,2966.1094958861063
2020-04-30,Maharashtra,Pune,Onion,2907.066846374202
2020-05-01,Maharashtra,Pune,Onion,2993.8131151992
2020-05-02,Maharashtra,Pune,Onion,3015.2065601218724
2020-05-03,Maharashtra,Pune,Onion,3041.6375510949906
2020-05-04,Maharashtra,Pune,Onion,2892.0145644093095
2020-05-05,Maharashtra,Pune,Onion,2958.3199140656807
2020-05-06,Maharashtra,Pune,Onion,2930.4877937349047
2020-05-07,Maharashtra,Pune,Onion,2950.868514785134
2020-05-08,Maharashtra,Pune,Onion,2995.0775587664184
2020-05-09,Maharashtra,Pune,Onion,2981.4902339905416
2020-05-10,Maharashtra,Pune,Onion,2970.2799786806618
2020-05-11,Maharashtra,Pune,Onion,2951.4150895212965
2020-05-12,Maharashtra,Pune,Onion,2869.9117154643877
2020-05-13,Maharashtra,Pune,Onion,2966.483403736047
2020-05-14,Maharashtra,Pune,Onion,2992.2068767716237
2020-05-15,Maharashtra,Pune,Onion,2978.7081875319
2020-05-16,Maharashtra,Pune,Onion,2989.5489817834628
2020-05-17,Maharashtra,Pune,Onion,2971.4414676438923
2020-05-18,Maharashtra,Pune,Onion,2873.086952927921
2020-05-19,Maharashtra,Pune,Onion,2850.252722229711
2020-05-20,Maharashtra,Pune,Onion,2921.4102828242194
2020-05-21,Maharashtra,Pune,Onion,2901.2860125359725
